SUN.X,,xx
SUPER.X,SUPER-USDC,cb
SURE.X,,xx
SUSD.X,,xx
SUSHI.X,SUSHI-USDC,cb
SWP.X,,xx
SXP.X,,xx
SYN.X,SYN-USDC,cb
SYS.X,,xx
TEL.X,,xx
TEMPLE.X,,xx
TFUEL.X,,xx
THETA.X,,xx
TIME.X,,xx
TITAN.X,,xx
TLM.X,,xx
TLOS.X,,xx
TOKE.X,,xx
TOMB.X,,xx
TOMO.X,,xx
TON.X,,xx
TRAC.X,,xx
TRIBE.X,,xx
TRU.X,,xx
TRX.X,,xx
TSHARE.X,,xx
TT.X,,xx
TUSD.X,,xx
TWT.X,,xx
UBT.X,,xx
UFO.X,,xx
UMA.X,,xx
UNI.X,UNI-USDC,cb
UOS.X,,xx
UQC.X,,xx
USDC.X,USDC-EUR,cb
USDN.X,,xx
USDP.X,,xx
USDT.X,USDT-USD,cb
USDX.X,,xx
UST.X,,xx
UTK.X,,xx
VADER.X,,xx
VELO.X,VELO-USDC,cb
VERI.X,,xx
VET.X,VET-USDC,cb
VLX.X,,xx
VLXPAD.X,,xx
VR.X,,xx
VRA.X,,xx
VTHO.X,VTHO-USDC,cb
VVS.X,,xx
VXV.X,,xx
WAN.X,,xx
WAVES.X,,xx
WAXP.X,,xx
WBTC.X,,xx
WCFG.X,,xx
WILD.X,,xx
WIN.X,,xx
WNXM.X,,xx
WOO.X,,xx
WRX.X,,xx
XAUT.X,,xx
XAVA.X,,xx
XCAD.X,,xx
XCH.X,,xx
XCM.X,,xx
XDB.X,,xx
XDC.X,,xx
XDG.X,,xx
XEC.X,,xx
XEM.X,,xx
XIDO.X,,xx
XLM.X,XLM-USDC,cb
XMON.X,,xx
XMR.X,,xx
XNO.X,,xx
XPR.X,,xx
XPRT.X,,xx
XRD.X,,xx
XRP.X,XRP-USDC,cb
XSGD.X,,xx
XSUSHI.X,,xx
XTZ.X,XTZ-USD,cb
XVG.X,,xx
XVS.X,,xx
XYO.X,XYO-USD,cb
YFI.X,YFI-USDC,cb
YFII.X,,xx
YGG.X,,xx
ZEC.X,,xx
ZEN.X,,xx
ZIL.X,,xx
ZMT.X,,xx
ZNN.X,,xx
ZRX.X,,xx
SUI.X,SUI-USD,cb
TRUMP.X,TRUMP-USDC,cb
BONK.X,BONK-USD,cb
ONDO.X,ONDO-USDC,cb
PENGU.X,PENGU-USD,cb
PEPE.X,PEPE-USDC,cb
XCN.X,XCN-USD,cb
FIS.X,FIS-USDC,cb
TURBO.X,TURBO-USDC,cb
SWFTC.X,SWFTC-USD,cb
POPCAT.X,POPCAT-USDC,cb
TAO.X,TAO-USD,cb
AERO.X,AERO-USDC,cb
PROMPT.X,PROMPT-USDC,cb
TOSHI.X,TOSHI-USDC,cb
VOXEL.X,VOXEL-USD,cb
WIF.X,WIF-USD,cb
PLU.X,PLU-USDC,cb
RENDER.X,RENDER-USDC,cb
EURC.X,EURC-USDC,cb
ARB.X,ARB-USD,cb
HONEY.X,HONEY-USD,cb
POL.X,POL-USD,cb
ORCA.X,ORCA-USD,cb
ZORA.X,ZORA-USD,cb
VVV.X,VVV-USD,cb
VARA.X,VARA-USDC,cb
TIA.X,TIA-USDC,cb
MOODENG.X,MOODENG-USDC,cb
GIGA.X,GIGA-USDC,cb
SEI.X,SEI-USD,cb
AST.X,AST-USDC,cb
APT.X,APT-USDC,cb
LIT.X,LIT-USD,cb
PNUT.X,PNUT-USDC,cb
ACS.X,ACS-USD,cb
PRIME.X,PRIME-USDC,cb
KERNEL.X,KERNEL-USD,cb
OP.X,OP-USD,cb
DIA.X,DIA-USD,cb
PENDLE.X,PENDLE-USD,cb
BIGTIME.X,BIGTIME-USDC,cb
B3.X,B3-USD,cb
MOVE.X,MOVE-USD,cb
DOGINME.X,DOGINME-USDC,cb
CLANKER.X,CLANKER-USDC,cb
SWELL.X,SWELL-USDC,cb
CTX.X,CTX-USDC,cb
BERA.X,BERA-USDC,cb
FLOKI.X,FLOKI-USD,cb
MOG.X,MOG-USDC,cb
FLR.X,FLR-USD,cb
IO.X,IO-USD,cb
KAITO.X,KAITO-USD,cb
COOKIE.X,COOKIE-USDC,cb
ZRO.X,ZRO-USD,cb
SD.X,SD-USDC,cb
EIGEN.X,EIGEN-USD,cb
SHPING.X,SHPING-USD,cb
ARKM.X,ARKM-USDC,cb
A8.X,A8-USD,cb
TRB.X,TRB-USDC,cb
PYTH.X,PYTH-USD,cb
ASM.X,ASM-USDC,cb
DEGEN.X,DEGEN-USDC,cb
ALEO.X,ALEO-USDC,cb
NEON.X,NEON-USDC,cb
FORTH.X,FORTH-USDC,cb
AXL.X,AXL-USD,cb
MATH.X,MATH-USD,cb
FORT.X,FORT-USD,cb
SHDW.X,SHDW-USDC,cb
RED.X,RED-USD,cb
DIMO.X,DIMO-USDC,cb
JTO.X,JTO-USD,cb
GODS.X,GODS-USDC,cb
SYRUP.X,SYRUP-USDC,cb
MOBILE.X,MOBILE-USD,cb
WELL.X,WELL-USD,cb
KARRAT.X,KARRAT-USDC,cb
00.X,00-USD,cb
GMT.X,GMT-USDC,cb
KEYCAT.X,KEYCAT-USDC,cb
IP.X,IP-USD,cb
MORPHO.X,MORPHO-USD,cb
HFT.X,HFT-USD,cb
L3.X,L3-USDC,cb
ZETA.X,ZETA-USDC,cb
PRCL.X,PRCL-USDC,cb
FAI.X,FAI-USD,cb
ACX.X,ACX-USD,cb
T.X,T-USDC,cb
BLZ.X,BLZ-USD,cb
DRIFT.X,DRIFT-USD,cb
CORECHAIN.X,CORECHAIN-USDC,cb
PRQ.X,PRQ-USDC,cb
GFI.X,GFI-USDC,cb
NCT.X,NCT-USDC,cb
AVT.X,AVT-USD,cb
ZK.X,ZK-USD,cb
APE.X,APE-USDC,cb
HIGH.X,HIGH-USD,cb
LCX.X,LCX-USDC,cb
HOPR.X,HOPR-USDC,cb
DNT.X,DNT-USD,cb
ME.X,ME-USD,cb
POND.X,POND-USD,cb
